"district_id","state_id","n_non","n_dalit","emp_rate_non","emp_rate_dalit","within_gap"
40,"(09) Uttar Pradesh 09",221,37,37.5565610859729,35.1351351351351,-2.42142595083772
41,"(09) Uttar Pradesh 09",99,26,44.4444444444444,42.3076923076923,-2.13675213675214
42,"(09) Uttar Pradesh 09",257,143,59.5330739299611,50.3496503496504,-9.18342358031074
44,"(09) Uttar Pradesh 09",116,80,43.9655172413793,38.75,-5.21551724137931
44,"(23) Madhya Pradesh 23",382,36,59.1623036649215,41.6666666666667,-17.4956369982548
45,"(09) Uttar Pradesh 09",684,109,38.7426900584795,53.2110091743119,14.4683191158324
46,"(09) Uttar Pradesh 09",185,47,29.1891891891892,21.2765957446809,-7.91259344450834
47,"(09) Uttar Pradesh 09",469,74,40.2985074626866,58.1081081081081,17.8096006454215
48,"(09) Uttar Pradesh 09",303,93,38.6138613861386,48.3870967741936,9.77323538805494
49,"(09) Uttar Pradesh 09",638,207,49.6865203761755,47.8260869565217,-1.8604334196538
50,"(09) Uttar Pradesh 09",300,62,53.3333333333333,64.5161290322581,11.1827956989247
51,"(09) Uttar Pradesh 09",241,86,59.7510373443983,62.7906976744186,3.03966033002026
54,"(09) Uttar Pradesh 09",792,238,50.8838383838384,57.1428571428571,6.25901875901875
59,"(09) Uttar Pradesh 09",734,57,46.0490463215259,43.859649122807,-2.18939719871887
65,"(09) Uttar Pradesh 09",959,371,40.8759124087591,47.9784366576819,7.10252424892281
66,"(09) Uttar Pradesh 09",412,194,52.1844660194175,45.360824742268,-6.82364127714943
67,"(09) Uttar Pradesh 09",576,118,40.4513888888889,35.5932203389831,-4.85816854990584
68,"(09) Uttar Pradesh 09",747,180,44.8460508701473,47.7777777777778,2.93172690763052
