"district_id","state_id","n_sample","sc_share","st_share","employment_rate"
18,"(08) Rajasthan 08",254,0.78740157480315,0,38.9763779527559
18,"(19) West Bengal 19",375,13.6,0,32
18,"(20) Jharkhand 20",357,4.20168067226891,14.0056022408964,23.249299719888
18,"(21) Orissa 21",713,37.5876577840112,0.140252454417952,35.0631136044881
18,"(27) Maharashtra 27",659,8.95295902883156,1.51745068285281,41.2746585735964
18,"(28) Andhra Pradesh 28",337,35.6083086053413,2.67062314540059,51.9287833827893
18,"(29) Karnataka 29",960,23.75,12.7083333333333,51.3541666666667
19,"(06) Haryana 06",858,43.006993006993,0.582750582750583,42.8904428904429
19,"(09) Uttar Pradesh 09",231,27.7056277056277,0,32.9004329004329
19,"(18) Assam 18",133,24.031007751938,2.32558139534884,25.5639097744361
19,"(21) Orissa 21",470,25.1063829787234,0,29.3617021276596
19,"(24) Gujarat 24",1172,9.23866552609068,24.6364414029085,48.037542662116
19,"(28) Andhra Pradesh 28",157,38.8535031847134,7.00636942675159,24.203821656051
19,"(29) Karnataka 29",1551,21.0831721470019,8.70406189555126,55.4480980012895
20,"(08) Rajasthan 08",970,32.2680412371134,8.65979381443299,46.1855670103093
20,"(09) Uttar Pradesh 09",199,0,5.0251256281407,35.678391959799
20,"(21) Orissa 21",168,65.4761904761905,0,41.0714285714286
20,"(23) Madhya Pradesh 23",701,21.2553495007133,8.55920114122682,58.7731811697575
20,"(24) Gujarat 24",389,3.08483290488432,96.9151670951157,61.9537275064267
20,"(27) Maharashtra 27",672,10.1190476190476,38.6904761904762,56.547619047619
20,"(28) Andhra Pradesh 28",614,29.8045602605863,0.162866449511401,49.5114006514658
20,"(29) Karnataka 29",1537,22.4250325945241,2.86831812255541,36.7599219258295
21,"(08) Rajasthan 08",220,6.81818181818182,0,30.4545454545455
21,"(18) Assam 18",181,18.232044198895,2.20994475138122,28.7292817679558
21,"(21) Orissa 21",303,4.29042904290429,52.1452145214521,54.7854785478548
21,"(23) Madhya Pradesh 23",768,33.59375,2.86458333333333,53.90625
21,"(24) Gujarat 24",566,4.9469964664311,23.6749116607774,48.9399293286219
21,"(27) Maharashtra 27",887,14.4960362400906,2.37825594563986,27.5084554678692
21,"(28) Andhra Pradesh 28",440,15.2272727272727,0,40
21,"(29) Karnataka 29",639,18.9358372456964,9.38967136150235,50.2347417840376
22,"(10) Bihar 10",594,14.3097643097643,0,23.4006734006734
22,"(21) Orissa 21",145,37.9310344827586,0,54.4827586206897
22,"(23) Madhya Pradesh 23",276,2.53623188405797,4.34782608695652,42.0289855072464
22,"(24) Gujarat 24",553,7.05244122965642,9.76491862567812,32.5497287522604
22,"(28) Andhra Pradesh 28",538,36.6171003717472,8.92193308550186,57.6208178438662
22,"(29) Karnataka 29",185,12.4324324324324,9.18918918918919,33.5135135135135
23,"(09) Uttar Pradesh 09",810,24.5679012345679,0,49.1358024691358
23,"(10) Bihar 10",109,10.0917431192661,0,29.3577981651376
23,"(21) Orissa 21",324,18.2098765432099,0,53.3950617283951
23,"(23) Madhya Pradesh 23",1098,20.9471766848816,12.2040072859745,62.1129326047359
23,"(27) Maharashtra 27",1460,15.7534246575342,0,32.8082191780822
23,"(28) Andhra Pradesh 28",475,14.7368421052632,2.10526315789474,46.1052631578947
23,"(33) Tamil Nadu 33",437,13.5011441647597,0.22883295194508,44.8512585812357
24,"(08) Rajasthan 08",1144,20.2797202797203,9.0034965034965,54.3706293706294
24,"(09) Uttar Pradesh 09",868,31.3364055299539,0,45.3917050691244
24,"(21) Orissa 21",523,17.7820267686424,6.69216061185468,51.0516252390057
24,"(29) Karnataka 29",559,8.22898032200358,1.07334525939177,50.8050089445438
24,"(33) Tamil Nadu 33",346,8.67052023121387,0,33.5260115606936
25,"(08) Rajasthan 08",289,18.6851211072664,10.7266435986159,56.0553633217993
